Công nghệ màn hình,Độ sáng màn hình tối đa,Màn hình cảm ứng,Màn hình rộng,Độ phân giải camera sau,Đèn flase camera sau,Tính năng camera sau,Độ phân giải camera trước,Tính năng camera trước,CPU,GPU,Hệ điều hành,Tốc độ GPU,RAM,Dung lượng,Bluetooth,Cổng sạc,GPS,Jack tai nghe,Kết nối khác,Mạng di động,SIM,Wifi,Công nghệ pin,Dung lượng pin,Hỗ trợ sạc tối đa,Loại pin,Bảo mật nâng cao,Ghi âm,Kháng nước,Nghe nhạc,Xem phim
OLED,2000 nits,Kính cường lực Ceramic Shield,"6.1"" - Tần số quét 60 Hz",Chính 48 MP & Phụ 12 MP,Có,"Chế độ hành động (Action Mode)
Dolby Vision HDR
Trôi nhanh thời gian (Time Lapse)
Góc siêu rộng (Ultrawide)
Zoom kỹ thuật số
Góc rộng (Wide)
Cinematic
Quay chậm (Slow Motion)
Xóa phông
Deep Fusion
Toàn cảnh (Panorama)
Chống rung quang học (OIS)
Ban đêm (Night Mode)
HDR
Zoom quang học
Siêu độ phân giải
Quay Siêu chậm (Super Slow Motion)
Live Photo
Bộ lọc màu
Smart HDR 5",12 MP,"Smart HDR 5
Trôi nhanh thời gian (Time Lapse)
Cinematic
Chụp đêm
Retina Flash
Tự động lấy nét (AF)
Quay video Full HD
Quay video HD
Nhãn dán (AR Stickers)
Quay video 4K
Xóa phông
Quay chậm (Slow Motion)
Live Photo
Bộ lọc màu",Apple A16 Bionic 6 nhân,Apple GPU 5 nhân,iOS 17,3.46 GHz,6 GB,128 GB,v5.3,Type-C,"BEIDOU
QZSS
GPS
GLONASS
GALILEO",Type-C,NFC,Hỗ trợ 5G,1 Nano SIM & 1 eSIM,"Wi-Fi MIMO
Wi-Fi 6
Wi-Fi 802.11 a/b/g/n/ac/ax","Sạc pin nhanh
Tiết kiệm pin
Sạc không dây
Sạc không dây MagSafe",3349 mAh,20 W,Li-Ion,Mở khoá khuôn mặt Face ID,Ghi âm mặc định,IP68,"MP3
AAC
FLAC",H.264(MPEG4-AVC)
LCD,,Không có cảm ứng,"1.77""",0.08 MP,Có,,Không có,,Không có,,Không có,,48 MB,128 MB,v4.2,Micro USB,Có,3.5 mm,Không có,Hỗ trợ 4G,2 Micro SIM,Không có,,1000 mAh,1.75 W,Li-Po,Không có,Ghi âm cuộc gọi,Không có,"MP3
Midi
ADPCM","MP4
AVI
3GP
FLV"
LCD,,Không có cảm ứng,"2.4""",0.3 MP,Có,,,,,,Không có,,64 MB,128 MB,v4.2,Micro USB,,3.5 mm,,Hỗ trợ 4G,2 Micro SIM,Có,,1900 mAh,1.75 W,Li-Po,,Ghi âm mặc định,,"MP3
Midi
ADPCM","MP4
AVI
3GP
FLV"
IPS LCD,Hãng không công bố,Mặt kính cong 2.5D,"6.52"" - Tần số quét Hãng không công bố","Chính 8 MP & Phụ VGA, VGA",Có,"Zoom kỹ thuật số
Tự động lấy nét (AF)
Chạm lấy nét",5 MP,,Spreadtrum SC9832E 4 nhân,Mali-T820 MP1,Android 10 (Go Edition),1.4 GHz,3 GB,32 GB,v4.3,Micro USB,GPS,3.5 mm,OTG,Hỗ trợ 4G,2 Nano SIM,Wi-Fi 802.11 b/g/n,,4000 mAh,5 W,Li-Ion,Mở khóa bằng vân tay Mở khoá khuôn mặt,Ghi âm mặc định,,"MP3
AAC
Midi
WAV","MP4
AVI
3GP"
TFT LCD,,Không có cảm ứng,"2"" - Tần số quét Không có",,Không có,Không có,Không có,Không có,Unisoc UIS8910,Không có,Không có,Không có,16 MB,24 MB,v4.2,Type-C,Không có,Không có,Không có,Hỗ trợ 4G VoLTE,2 Nano SIM,Không có,Không có,2000 mAh,,Li-Ion,Không có,Ghi âm mặc định,Không có,"MP3
AAC
M4A",MP4 3GP
TFT LCD,,Không có cảm ứng,"1.77""",Không có,,,Không có,,Unisoc UMS9117,,Không có,,48 MB,128 MB,v4.2,Micro USB,Không có,3.5 mm,Không có,Hỗ trợ 4G VoLTE,2 Nano SIM,Không có,Không có,1000 mAh,,Li-Ion,,Ghi âm mặc định,Không có,"MP3
AMR
WAV","MP4
AVI
3GP"
TFT LCD,,Không có cảm ứng,"2.4""",Không có,,,Không có,,Unisoc T107,,,Không có,48 MB,128 MB,v5.0,Micro USB,Không có,3.5 mm,,Hỗ trợ 4G VoLTE,2 Nano SIM,Không có,,1800 mAh,Hãng không công bố,Li-Ion,,Ghi âm mặc định Ghi âm cuộc gọi,Không có,"MP3
AMR
WAV",MP4 3GP
TFT LCD,,Không có cảm ứng,"2.4""",Không có,,,Không có,,Unisoc T107,,,Không có,48 MB,128 MB,v5.0,Type-C,Không có,Không có,,Hỗ trợ 4G VoLTE,2 Nano SIM,Không có,,1400 mAh,Hãng không công bố,Li-Ion,,Ghi âm mặc định Ghi âm cuộc gọi,Không có,"MP3
AMR
WAV",MP4 3GP
TFT LCD,,Không có cảm ứng,"2.4""",Không có,,,Không có,,Unisoc T107,,Không có,,48 MB,128 MB,v5.0,Type-C,Không có,,,Hỗ trợ 4G,2 Nano SIM,Không có,,1800 mAh,,Li-Ion,,Ghi âm mặc định Ghi âm cuộc gọi,Không có,"MP3
AAC
M4A",MP4 3GP
TFT LCD,,Không có cảm ứng,"2""",Không có,,,Không có,,Unisoc T107,Không có,Không có,1.0 GHz,48 MB,128 MB,v5.0,Micro USB,Không có,Không có,,Hỗ trợ 4G VoLTE,2 Nano SIM,Không có,,1500 mAh,2.5 W,Li-Ion,,Ghi âm mặc định Ghi âm cuộc gọi,Không có,MP3,3GP
TFT LCD,,Không có cảm ứng,"2.31""",0.08 MP,,,Không có,,Unisoc T107,Không có,Không có,1.0 GHz,48 MB,128 MB,v5.0,Micro USB,Không có,Micro USB,,Hỗ trợ 4G VoLTE,2 Nano SIM,Không có,,1600 mAh,2.5 W,Li-Ion,,Ghi âm mặc định Ghi âm cuộc gọi,,MP3,3GP
TFT LCD,,Kính thường,"1.77""",8 MP,Không có,Không có,,,Unisoc UMS9117-L,Không có,Không có,1.0 GHz,48 MB,128 MB,Có,Micro USB,Không có,,Không có,Hỗ trợ 4G VoLTE,2 Nano SIM,Không có,,1000 mAh,2.5 W,Li-Ion,,Ghi âm mặc định Ghi âm cuộc gọi,,,
TFT LCD,,Kính thường,"2.4""",0.8 MP,,,Không có,,Unisoc T107,,,1.0 GHz,48 MB,128 MB,,Micro USB,,Không có,Không có,Hỗ trợ 4G VoLTE,2 Nano SIM,,,1000 mAh,2.5 W,Li-Ion,,Ghi âm mặc định Ghi âm cuộc gọi,,MP3,3GP
TFT LCD,,Không có cảm ứng,"2.8""",0.08 MP,,Không có,Không có,,Unisoc T107,,Không có,1.0 GHz,48 MB,128 MB,v5.0,Micro USB,Không có,Micro USB,,Hỗ trợ 4G VoLTE,2 Nano SIM,Không có,,2000 mAh,2.5 W,Li-Ion,Không có,Ghi âm mặc định Ghi âm cuộc gọi,Không có,MP3,3GP
TFT LCD,,Không có cảm ứng,"2.4""",Không có,,,Không có,,Unisoc T107,,Không có,1.0 GHz,48 MB,128 MB,v5.0,Micro USB,Không có,Micro USB,,Hỗ trợ 4G VoLTE,2 Nano SIM,Không có,,3250 mAh,2.5 W,Li-Ion,Không có,Ghi âm mặc định Ghi âm cuộc gọi,Không có,MP3,3GP
TFT LCD,,Không có cảm ứng,"1.8""",,Không có,,,,Unisoc T107,,Series 30+,,48 MB,128 MB,,Micro USB,,3.5 mm,,Hỗ trợ 4G VoLTE,2 Nano SIM,,,1020 mAh,,Li-Ion,,,,,
TFT LCD,,Không có cảm ứng,"1.8""",0.08 MP,,,,,,,,,48 MB,128 MB,,Micro USB,,3.5 mm,,Hỗ trợ 4G,2 Nano SIM,,,1020 mAh,,Li-Ion,,Ghi âm mặc định Ghi âm cuộc gọi,,WAV,AVI
,,Không có cảm ứng,"2.8""",0.3 MP,,,Không có,,Unisoc T107,,Series 30+,,48 MB,128 MB,v5.0,Micro USB,Không có,3.5 mm,,Hỗ trợ 4G,2 Nano SIM,Không có,,1450 mAh,2.75 W,Li-Ion,,Ghi âm mặc định Ghi âm cuộc gọi,Không có,MP3,3GP
IPS LCD,600 nits,Kính cường lực Panda,"6.56"" - Tần số quét 60 Hz",Chính 50 MP & Phụ 0.3 MP,Có,"Trôi nhanh thời gian (Time Lapse)
Zoom kỹ thuật số
Toàn cảnh (Panorama)
Ban đêm (Night Mode)
Chuyên nghiệp (Pro)
HDR
Chụp bằng cử chỉ
AI Camera
Làm đẹp
Nhãn dán (AR Stickers)
Google Lens
Bộ lọc màu",5 MP,"Trôi nhanh thời gian (Time Lapse)
Làm đẹp
HDR
Quay video Full HD
Toàn cảnh (Panorama)
Quay video HD
Nhãn dán (AR Stickers)
Xóa phông
Bộ lọc màu",MediaTek Helio G35 8 nhân,IMG PowerVR GE8320,Android 12,2.3 GHz,4 GB,64 GB,v5.3 LE,Micro USB,"BEIDOU
GPS
GLONASS
GALILEO",3.5 mm,OTG,Hỗ trợ 4G,2 Nano SIM,"Wi-Fi Direct
Wi-Fi 802.11 a/b/g/n/ac
Wi-Fi hotspot
Dual-band (2.4 GHz/5 GHz)",Tiết kiệm pin Siêu tiết kiệm pin,5000 mAh,10 W,Li-Po,Mở khoá vân tay cạnh viền Mở khoá khuôn mặt,Ghi âm mặc định Ghi âm cuộc gọi,IPX4,"MP3
FLAC
OGG
Midi",MP4 AVI
IPS LCD,600 nits,Kính cường lực Panda,"6.56"" - Tần số quét 60 Hz",8 MP,Có,"Trôi nhanh thời gian (Time Lapse)
Zoom kỹ thuật số
Toàn cảnh (Panorama)
Ban đêm (Night Mode)
Chuyên nghiệp (Pro)
HDR
AI Camera
Làm đẹp
Bộ lọc màu",5 MP,"Trôi nhanh thời gian (Time Lapse)
Quay video Full HD
Toàn cảnh (Panorama)
Quay video HD
Làm đẹp A.I
Xóa phông",MediaTek Helio G35 8 nhân,IMG PowerVR GE8320,Android 12,2.3 GHz,3 GB,64 GB,v5.3,Micro USB,"BEIDOU
GPS
GLONASS",3.5 mm,OTG,Hỗ trợ 4G,2 Nano SIM,"Wi-Fi Direct
Wi-Fi 802.11 a/b/g/n/ac
Wi-Fi hotspot
Dual-band (2.4 GHz/5 GHz)",,5000 mAh,10 W,Li-Po,Mở khoá vân tay cạnh viền Mở khoá khuôn mặt,Ghi âm mặc định Ghi âm cuộc gọi,IPX4,"MP3
FLAC
OGG
Midi",MP4 AVI
IPS LCD,720 nits,Kính cường lực Panda,"6.56"" - Tần số quét 90 Hz",Chính 8 MP & Phụ 2 MP,Có,"Trôi nhanh thời gian (Time Lapse)
Zoom kỹ thuật số
Xóa phông
Toàn cảnh (Panorama)
Ban đêm (Night Mode)
Chuyên nghiệp (Pro)
HDR
Làm đẹp
Nhãn dán (AR Stickers)
Google Lens
Bộ lọc màu
Chụp hẹn giờ",5 MP,"Trôi nhanh thời gian (Time Lapse)
HDR
Quay video Full HD
Toàn cảnh (Panorama)
Quay video HD
Nhãn dán (AR Stickers)
Làm đẹp A.I
Xóa phông
Bộ lọc màu
Chụp hẹn giờ",MediaTek Helio G85 8 nhân,Mali-G52 MP2,Android 13,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,4 GB,128 GB,v5.3,Type-C,"BEIDOU
QZSS
GPS
GLONASS
GALILEO",3.5 mm,OTG,Hỗ trợ 4G,2 Nano SIM,"Wi-Fi Direct
Wi-Fi 802.11 a/b/g/n/ac
Wi-Fi hotspot
Dual-band (2.4 GHz/5 GHz)",Tiết kiệm pin Siêu tiết kiệm pin,5000 mAh,10 W,Li-Po,Mở khoá vân tay cạnh viền Mở khoá khuôn mặt,Ghi âm mặc định Ghi âm cuộc gọi,IP54,"MP3
FLAC
OGG
Midi",MP4 AVI
IPS LCD,720 nits,Kính cường lực Panda,"6.56"" - Tần số quét 90 Hz",Chính 8 MP & Phụ 2 MP,Có,"Trôi nhanh thời gian (Time Lapse)
Zoom kỹ thuật số
Xóa phông
Toàn cảnh (Panorama)
Ban đêm (Night Mode)
Chuyên nghiệp (Pro)
HDR
Làm đẹp
Nhãn dán (AR Stickers)
Google Lens
Bộ lọc màu
Chụp hẹn giờ",5 MP,"Trôi nhanh thời gian (Time Lapse)
HDR
Quay video Full HD
Toàn cảnh (Panorama)
Quay video HD
Nhãn dán (AR Stickers)
Làm đẹp A.I
Xóa phông
Bộ lọc màu
Chụp hẹn giờ",MediaTek Helio G85 8 nhân,Mali-G52 MP2,Android 13,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,4 GB,64 GB,v5.3,Type-C,"BEIDOU
QZSS
GPS
GLONASS
GALILEO",3.5 mm,OTG,Hỗ trợ 4G,2 Nano SIM,"Wi-Fi Direct
Wi-Fi 802.11 a/b/g/n/ac
Wi-Fi hotspot
Dual-band (2.4 GHz/5 GHz)",Tiết kiệm pin Siêu tiết kiệm pin,5000 mAh,10 W,Li-Po,Mở khoá vân tay cạnh viền Mở khoá khuôn mặt,Ghi âm mặc định Ghi âm cuộc gọi,IP54,"MP3
FLAC
OGG
Midi",MP4 AVI
IPS LCD,720 nits,Kính cường lực Panda,"6.56"" - Tần số quét 90 Hz",Chính 50 MP & Phụ 2 MP,Có,"Trôi nhanh thời gian (Time Lapse)
Zoom kỹ thuật số
Xóa phông
Toàn cảnh (Panorama)
Tự động lấy nét (AF)
Ban đêm (Night Mode)
Chuyên nghiệp (Pro)
HDR
Làm đẹp
Nhãn dán (AR Stickers)
Google Lens
Hiệu ứng Bokeh
Bộ lọc màu
Chụp hẹn giờ",5 MP,"Trôi nhanh thời gian (Time Lapse)
Làm đẹp
HDR
Quay video Full HD
Toàn cảnh (Panorama)
Quay video HD
Nhãn dán (AR Stickers)
Xóa phông
Bộ lọc màu
Chụp hẹn giờ",MediaTek Helio G85 8 nhân,Mali-G52 MP2,Android 13,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,4 GB,128 GB,v5.3,Type-C,"BEIDOU
QZSS
GPS
GLONASS
GALILEO",3.5 mm,OTG,Hỗ trợ 4G,2 Nano SIM,Wi-Fi 802.11 a/b/g/n/ac Dual-band (2.4 GHz/5 GHz),"Tiết kiệm pin
Siêu tiết kiệm pin
Sạc siêu nhanh SuperVOOC",5000 mAh,33 W,Li-Po,Mở khoá vân tay cạnh viền Mở khoá khuôn mặt,Ghi âm mặc định Ghi âm cuộc gọi,IP54,"MP3
FLAC
OGG
Midi",MP4 AVI
IPS LCD,600 nits,Kính cường lực Panda,"6.56"" - Tần số quét 60 Hz",Chính 13 MP & Phụ 2 MP,Có,"Trôi nhanh thời gian (Time Lapse)
Zoom kỹ thuật số
Xóa phông
Toàn cảnh (Panorama)
Ban đêm (Night Mode)
Chuyên nghiệp (Pro)
HDR
Làm đẹp
Nhãn dán (AR Stickers)
Google Lens
Hiệu ứng Bokeh
Bộ lọc màu",8 MP,"Trôi nhanh thời gian (Time Lapse)
HDR
Quay video Full HD
Toàn cảnh (Panorama)
Quay video HD
Nhãn dán (AR Stickers)
Làm đẹp A.I
Xóa phông
Bộ lọc màu",MediaTek Helio G35 8 nhân,IMG PowerVR GE8320,Android 12,2.3 GHz,4 GB,,,,,,,,,,,,,,,,,,
LTPS LCD,680 nits,Kính cường lực Panda,"6.72"" - Tần số quét 60 Hz",Chính 50 MP & Phụ 2 MP,Có,"Trôi nhanh thời gian (Time Lapse)
Xóa phông
Toàn cảnh (Panorama)
Tự động lấy nét (AF)
Ban đêm (Night Mode)
Chuyên nghiệp (Pro)
Làm đẹp
Nhãn dán (AR Stickers)
Hiệu ứng Bokeh",8 MP,"Trôi nhanh thời gian (Time Lapse)
Quay video Full HD
Toàn cảnh (Panorama)
Quay video HD
Nhãn dán (AR Stickers)
Làm đẹp A.I
Xóa phông",MediaTek Helio G85 8 nhân,Mali-G52 MP2,Android 13,2.0 GHz,8 GB,128 GB,v5.3,Type-C,"BEIDOU
QZSS
GPS
GLONASS
GALILEO",3.5 mm,OTG,Hỗ trợ 4G,2 Nano SIM,"Wi-Fi Direct
Wi-Fi 802.11 a/b/g/n/ac
Wi-Fi hotspot
Dual-band (2.4 GHz/5 GHz)",Sạc siêu nhanh SuperVOOC,5000 mAh,33 W,Li-Po,Mở khoá vân tay cạnh viền Mở khoá khuôn mặt,Ghi âm mặc định Ghi âm cuộc gọi,IP54,"MP3
FLAC
OGG
Midi",MP4 AVI
LTPS LCD,680 nits,Kính cường lực Panda,"6.72"" - Tần số quét 60 Hz",Chính 50 MP & Phụ 2 MP,Có,"Trôi nhanh thời gian (Time Lapse)
Xóa phông
Toàn cảnh (Panorama)
Tự động lấy nét (AF)
Ban đêm (Night Mode)
Chuyên nghiệp (Pro)
HDR
Làm đẹp
Nhãn dán (AR Stickers)
Google Lens
Hiệu ứng Bokeh
Bộ lọc màu",8 MP,"Trôi nhanh thời gian (Time Lapse)
HDR
Quay video Full HD
Toàn cảnh (Panorama)
Quay video HD
Flash màn hình
Nhãn dán (AR Stickers)
Làm đẹp A.I
Xóa phông
Bộ lọc màu",MediaTek Helio G85 8 nhân,Mali-G52 MP2,Android 13,2.0 GHz,6 GB,128 GB,v5.3,Type-C,"BEIDOU
QZSS
GPS
GLONASS
GALILEO",3.5 mm,OTG,Hỗ trợ 4G,2 Nano SIM,"Wi-Fi Direct
Wi-Fi 802.11 a/b/g/n/ac
Wi-Fi hotspot
Dual-band (2.4 GHz/5 GHz)",Sạc siêu nhanh SuperVOOC,5000 mAh,33 W,Li-Po,Mở khoá vân tay cạnh viền Mở khoá khuôn mặt,Ghi âm mặc định Ghi âm cuộc gọi,IP54,"MP3
FLAC
OGG
Midi",MP4 AVI
IPS LCD,600 nits,Kính cường lực Panda,"6.56"" - Tần số quét 90 Hz",Chính 50 MP & Phụ 2 MP,Có,"Trôi nhanh thời gian (Time Lapse)
Zoom kỹ thuật số
Quay chậm (Slow Motion)
Xóa phông
Toàn cảnh (Panorama)
Ban đêm (Night Mode)
Chuyên nghiệp (Pro)
HDR
Chụp bằng cử chỉ
Siêu độ phân giải
Điều chỉnh khẩu độ
AI Camera
Làm đẹp
Nhãn dán (AR Stickers)
Google Lens
Bộ lọc màu",8 MP,"Trôi nhanh thời gian (Time Lapse)
Chụp đêm
Làm đẹp
HDR
Quay video Full HD
Toàn cảnh (Panorama)
Quay video HD
Chụp bằng cử chỉ
Nhãn dán (AR Stickers)
Xóa phông
Bộ lọc màu",Snapdragon 680 8 nhân,Adreno 610,Android 12,2.4 GHz,8 GB,128 GB,v5.0,Type-C,"QZSS
GPS
GLONASS
GALILEO",3.5 mm,OTG,Hỗ trợ 4G,2 Nano SIM,Wi-Fi 802.11 a/b/g/n/ac Dual-band (2.4 GHz/5 GHz),"Tiết kiệm pin
Siêu tiết kiệm pin
Sạc siêu nhanh SuperVOOC",5000 mAh,33 W,Li-Po,Mở khoá vân tay cạnh viền Mở khoá khuôn mặt,Ghi âm mặc định Ghi âm cuộc gọi,IPX4,"MP3
FLAC
OGG
Midi",MP4 AVI
AMOLED,430 nits,Kính cường lực Corning Gorilla Glass 5,"6.43"" - Tần số quét 90 Hz",Chính 50 MP & Phụ 2 MP,Có,"Quay video hiển thị kép
Trôi nhanh thời gian (Time Lapse)
Zoom kỹ thuật số
Quét tài liệu
Quay chậm (Slow Motion)
Xóa phông
Toàn cảnh (Panorama)
Tự động lấy nét (AF)
Ban đêm (Night Mode)
Chuyên nghiệp (Pro)
HDR
Làm đẹp
Nhãn dán (AR Stickers)
Google Lens
Bộ lọc màu",8 MP,"Trôi nhanh thời gian (Time Lapse)
Chụp đêm
HDR
Toàn cảnh (Panorama)
Nhãn dán (AR Stickers)
Làm đẹp A.I
Xóa phông
Bộ lọc màu",Snapdragon 680 8 nhân,Adreno 610,Android 13,4 nhân 2.4 GHz & 4 nhân 1.9 GHz,8 GB,256 GB,v5.0,Type-C,"QZSS
GPS
GLONASS
GALILEO",3.5 mm,OTG,Hỗ trợ 4G,2 Nano SIM,"Wi-Fi Direct
Wi-Fi 802.11 a/b/g/n/ac
Wi-Fi hotspot
Dual-band (2.4 GHz/5 GHz)","Tiết kiệm pin
Siêu tiết kiệm pin
Sạc siêu nhanh SuperVOOC",5000 mAh,67 W,Li-Po,Mở khoá vân tay dưới màn hình Mở khoá khuôn mặt,Ghi âm mặc định Ghi âm cuộc gọi,IP54,"MP3
FLAC
OGG
Midi",MP4 AVI
LTPS LCD,680 nits,Kính cường lực Panda,"6.72"" - Tần số quét 120 Hz","Chính 64 MP & Phụ 2 MP, 2 MP",Có,"Quay video hiển thị kép
Trôi nhanh thời gian (Time Lapse)
Zoom kỹ thuật số
Quay chậm (Slow Motion)
Xóa phông
Toàn cảnh (Panorama)
Ban đêm (Night Mode)
Chuyên nghiệp (Pro)
HDR
Siêu độ phân giải
Làm đẹp
Nhãn dán (AR Stickers)
Siêu cận (Macro)
Google Lens
Bộ lọc màu
Hiển vi",32 MP,"Trôi nhanh thời gian (Time Lapse)
Chụp đêm
Làm đẹp
Quay video Full HD
Toàn cảnh (Panorama)
Quay video HD
Nhãn dán (AR Stickers)
Xóa phông",Snapdragon 695 5G 8 nhân,Adreno 619,Android 13,2.2 GHz,8 GB,256 GB,v5.1,Type-C,"BEIDOU
QZSS
GPS
GLONASS
GALILEO",3.5 mm,NFC OTG,Hỗ trợ 5G,2 Nano SIM (SIM 2 chung khe thẻ nhớ),"Wi-Fi Direct
Wi-Fi 802.11 a/b/g/n/ac
Wi-Fi hotspot
Dual-band (2.4 GHz/5 GHz)","Tiết kiệm pin
Siêu tiết kiệm pin
Sạc siêu nhanh SuperVOOC",5000 mAh,67 W,Li-Po,Mở khoá vân tay cạnh viền Mở khoá khuôn mặt,Ghi âm mặc định Ghi âm cuộc gọi,IPX4,"MP3
FLAC
OGG
Midi",MP4 AVI
AMOLED,Chính 1600 nits & Phụ 900 nits,Kính siêu mỏng Ultra Thin Glass (UTG),"Chính 6.8"" & Phụ 3.26"" - Tần số quét 120 Hz & 60 Hz",Chính 50 MP & Phụ 8 MP,Có,"Trôi nhanh thời gian (Time Lapse)
Quay chậm (Slow Motion)
Xóa phông
Toàn cảnh (Panorama)
Ban đêm (Night Mode)
Chuyên nghiệp (Pro)
HDR
Zoom quang học
Siêu độ phân giải
AI Camera
Làm đẹp
Nhãn dán (AR Stickers)
Bộ lọc màu",32 MP,"Trôi nhanh thời gian (Time Lapse)
Chụp đêm
Quay video Full HD
Quay video HD
Nhãn dán (AR Stickers)
Xóa phông
A.I Camera
Bộ lọc màu",MediaTek Dimensity 9000+ 8 nhân,Mali-G710 MC10,Android 13,3.2 GHz,8 GB,256 GB,v5.3,Type-C,"QZSS
GPS
GLONASS
GALILEO",Type-C,NFC OTG,Hỗ trợ 5G,2 Nano SIM,"Wi-Fi Direct
Wi-Fi hotspot
Dual-band (2.4 GHz/5 GHz)
Wi-Fi 802.11 a/b/g/n/ac/ax",Sạc siêu nhanh SuperVOOC,4300 mAh,44 W,Li-Po,Mở khoá vân tay cạnh viền Mở khoá khuôn mặt,Ghi âm mặc định Ghi âm cuộc gọi,IPX4,"MP3
FLAC
OGG
Midi",MP4 AVI
AMOLED,Chính 1600 nits & Phụ 900 nits,Chính: Kính siêu mỏng Schott UTG & Phụ: Corning Gorilla Glass 7,"Chính 6.8"" & Phụ 3.26"" - Tần số quét Chính: 120 Hz & Phụ: 60 Hz","Chính 50 MP & Phụ 48 MP, 32 MP",Có,"Trôi nhanh thời gian (Time Lapse)
Góc siêu rộng (Ultrawide)
Zoom kỹ thuật số
Quét tài liệu
Quay chậm (Slow Motion)
Xóa phông
Toàn cảnh (Panorama)
Chống rung quang học (OIS)
Tự động lấy nét (AF)
Ảnh Raw
Ban đêm (Night Mode)
Chuyên nghiệp (Pro)
HDR
Phơi sáng
Zoom quang học
Siêu độ phân giải
Làm đẹp
Nhãn dán (AR Stickers)
Google Lens
Bộ lọc màu
Chụp hẹn giờ
Quét mã QR",32 MP,"Trôi nhanh thời gian (Time Lapse)
Chụp đêm
Làm đẹp
HDR
Quay video Full HD
Chống rung
Góc rộng (Wide)
Toàn cảnh (Panorama)
Quay video HD
Nhãn dán (AR Stickers)
Quay video 4K
Xóa phông
Bộ lọc màu",MediaTek Dimensity 9200 5G 8 nhân,Immortalis-G715 MC11,Android 13,"1 nhân 3.05 GHz, 3 nhân 2.85 GHz & 4 nhân 1.8 GHz",12 GB,256 GB,v5.3,Type-C,"BEIDOU
QZSS
GPS
GLONASS
GALILEO",Type-C,NFC OTG,Hỗ trợ 5G,2 Nano SIM,"Wi-Fi 6
Wi-Fi Direct
Wi-Fi hotspot
Dual-band (2.4 GHz/5 GHz)
Wi-Fi 802.11 a/b/g/n/ac/ax","Tiết kiệm pin
Siêu tiết kiệm pin
Sạc siêu nhanh SuperVOOC",4300 mAh,44 W,Li-Po,Mở khoá vân tay cạnh viền Mở khoá khuôn mặt,Ghi âm mặc định Ghi âm cuộc gọi,IPX4,"MP3
FLAC
OGG
Midi","MP4
AVI
3GP"
AMOLED,Chính 1600 nits & Phụ 900 nits,Chính: Kính siêu mỏng Schott UTG & Phụ: Corning Gorilla Glass 7,"Chính 6.8"" & Phụ 3.26"" - Tần số quét Chính: 120 Hz & Phụ: 60 Hz","Chính 50 MP & Phụ 48 MP, 32 MP",Có,"Trôi nhanh thời gian (Time Lapse)
Góc siêu rộng (Ultrawide)
Zoom kỹ thuật số
Quét tài liệu
Quay chậm (Slow Motion)
Xóa phông
Toàn cảnh (Panorama)
Chống rung quang học (OIS)
Tự động lấy nét (AF)
Ảnh Raw
Ban đêm (Night Mode)
Chuyên nghiệp (Pro)
HDR
Phơi sáng
Zoom quang học
Siêu độ phân giải
Làm đẹp
Nhãn dán (AR Stickers)
Google Lens
Bộ lọc màu
Chụp hẹn giờ
Quét mã QR",32 MP,"Trôi nhanh thời gian (Time Lapse)
Chụp đêm
Làm đẹp
HDR
Quay video Full HD
Chống rung
Góc rộng (Wide)
Toàn cảnh (Panorama)
Quay video HD
Nhãn dán (AR Stickers)
Quay video 4K
Xóa phông
Bộ lọc màu",MediaTek Dimensity 9200 5G 8 nhân,Immortalis-G715 MC11,Android 13,"1 nhân 3.05 GHz, 3 nhân 2.85 GHz & 4 nhân 1.8 GHz",12 GB,256 GB,v5.3,Type-C,"BEIDOU
QZSS
GPS
GLONASS
GALILEO",Type-C,NFC OTG,Hỗ trợ 5G,2 Nano SIM,"Wi-Fi 6
Wi-Fi Direct
Wi-Fi hotspot
Dual-band (2.4 GHz/5 GHz)
Wi-Fi 802.11 a/b/g/n/ac/ax","Tiết kiệm pin
Siêu tiết kiệm pin
Sạc siêu nhanh SuperVOOC",4300 mAh,44 W,Li-Po,Mở khoá vân tay cạnh viền Mở khoá khuôn mặt,Ghi âm mặc định Ghi âm cuộc gọi,IPX4,"MP3
FLAC
OGG
Midi","MP4
AVI
3GP"
